name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Tegamibachi,963,7.79,671,823,2006,land amberground artifici sun serv sourc light capit citi akatsuki etern night persist away one capit darker danger surround area yuusari yodaka exist enorm armor bug creatur call gaichuu prey peopl heart despit duti letter bee special group mail carrier deliv letter throughout amberground risk live battl gaichuu twelv year old lag see aspir becom letter bee like gauch sued fate meet five year ago gauch deliv lag letter sent miss mother determin see gauch uncov truth behind mother disappear lag begin journey becom letter bee,127,6849,4020,1694,9909,10.0
Captain Tsubasa: World Youth-hen,964,7.79,6659,75,1994,enthusiast soccer love youngster shingo aoi tsubasa play high school nation championship leav japan play soccer itali hope play major italian profession team arriv itali howev shingo get trick man give fraudul promis get select italian team shingo taken badli furnish field man run away steal money process shingo realiz swindl tri hard get money back job shoe shine enthusiast attitud catch eye one coach one local team inter milan sign play squad attack midfield,189,130,2020,36,536,5.0
Yumekui Kenbun,965,7.79,4232,148,2001,suffer nightmar help await ginseikan tea hous patron order much darjeel hiruko special kind privat investig dream eater rid darkest vision price sourc viz medium,201,655,1006,205,2343,7.0
Touhou Bougetsushou: Silent Sinner in Blue.,966,7.79,2767,236,2007,one thousand year ago yukari yakumo led variou youkai gensokyo war lunar capit unfortun result former one side defeat sinc yukari devi plan attempt conquer moon long time wait yukari final readi make move enlist help scarlet devil mansion vampir mistress remilia scarlet hakugyokur manag yuyuko saigyouji shrine maiden reimu hakurei yukari last abl penetr lunar capit impregn defens,64,684,4003,90,2148,12.0
Jormungand,967,7.79,1381,241,2006,jonah child soldier born amidst chaotic conflict rage across west asia famili lost war fuel weapon suppli call merchant death intern arm dealer despit jonah hatr weapon violenc employ extrem well servic high fli arm dealer koko hekmatyar band mercenari journey dark underbelli world arm market may lead damnat jonah one day make way back light one thing certain go long hard road hell koko hekmatyar head h c logist incorpor introduc new recruit jonah team troubleshoot long troubl shoot eastern european govern offici hold shipment aircraft part would shift balanc power region troubl shipment belong koko miss opportun make profit even mean two nation go war sourc viz medium,203,2445,2955,413,7185,14.0
Yumekui Merry,968,7.79,1179,491,2008,ten year ago fujiwara notic power see multicolor aura surround peopl bodi ever sinc weird dream war cat one day meet mysteri girl pick crow fallen tree goe search lost hat later day fujiwara find daydream attack cat fight night,153,6137,1150,805,5938,12.0
Kindaichi Shounen no Jikenbo: Case Series,969,7.79,11310,23,1998,seven new kindaichi case case volum list found info,194,148,570,28,584,8.0
Nick to Lever,970,7.79,13893,22,2020,wacki stori nick lever two foreign men live japan,41,609,27,20,359,17.0
Sasurai Emanon,971,7.79,1082,228,2008,follow event night aboard ferri emanon enigmat girl three billion year old memori continu journey wander aimlessli life clear destin mind sinc begin time follow cycl depart home travel world teenag ponder mysteri exist eventu meet man give birth girl inherit memori sasurai emanon told perspect emanon chronicl event 1967 1980 show life come full circl even aboard ferri reunion man train station,66,1793,7568,139,6412,10.0
Junketsu Drop,972,7.79,1498,160,2011,blockhead kasukab misato alway quarrel everyth one day kasukab find help misato escap bunch fangirl alon classroom kasukab start taunt tea arch enemi somehow thing start take turn toward complet unexpect direct sourc echochi,27,480,9982,94,2103,15.0
Mahouka Koukou no Rettousei: Kyuukousen-hen,973,7.79,2467,41,2013,manga adapt 2nd arc mahouka koukou rettousei seri current nine magic high school affili nation univers magic throughout countri effort address current limit magic high school train highest degre tri increas limit pool instructor purpos measur put place fuel student aspir competit 9 magic school largest summer nine school competit nationwid magic high school magic tournament everi year select magic high school student across countri meet put pride line unfold stori frustrat glori huge crowd includ govern offici interest magic also busi oversea compani research scout greatest stage magic high school student shine year curtain moment event rais,100,2544,2723,225,2085,9.0
Smells Like Green Spirit,974,7.79,3529,142,2011,stori friendship self discoveri small town,40,580,2991,103,1795,11.0
Tate no Yuusha no Nariagari,975,7.79,113,2941,2014,twenti year old otaku naofumi iwatani mysteri transport otherworldli kingdom melromarc appear king naofumi three summon individu learn one four cardin hero task defeat malici wave catastroph howev naofumi given measli shield dub shield hero weakest four cardin hero owe lack power none kingdom mercenari wish aid except countri beauti princess malti melromarc naofumi soon awaken next day find rob posse fals accus rape malti due statu cardin hero naofumi execut instead erron crime made public struggl find hospit naofumi buy demi human slave girl name raphtalia aid endeavor embark peril journey deliv retribut ruin learn secret new world along way,52,71447,2747,8661,18451,13.0
Gunnm: Kasei Senki,976,7.79,2393,72,2014,cyber martial art saga span solar system two decad print return creator yukito kishiro new sequel reveal true stori alita childhood mar mind bend adventur still await centuri war rage dusti red surfac mar apocalypt crucibl produc solar system fearsom warrior alita warrior littl girl name yoko futur past battl angel fan across reach space final chapter one greatest sci fi epic time sourc kodansha usa,92,2876,216,150,4353,9.0
Joshikousei no Mudazukai,977,7.79,4110,86,2014,owe silli person middl school student nozomu baka tanaka one ridicul dream becom incred popular boy high school howev end attend girl institut alongsid two best friend akan kikuchi nicknam wota aspir manga artist ob boy love shiori saginomiya dub robo due cool exterior insid new classroom everi girl given somewhat unflatt nicknam right come uniqu eccentr charact equal peculiar teacher girl left merci solv common often bizarr girl problem wast away high school day tanaka classmat meander myriad absurd situat away distract boy,60,2122,113,166,2092,17.0
7 Seeds Gaiden,978,7.79,12182,1,2017,new life begun remain particip 7 seed project reunit find place call home must continu collabor explor area ensur livelihood also futur gener come howev well everyon due past action former summer member ango ryou exil group left surviv duo use time ponder redeem find new purpos go forward,98,62,818,12,369,9.0
Butai ni Sake!,979,7.79,8229,51,2020,firm determin asahi oniwa step comfort zone first day high school decid abandon hesit person construct outgo friendli imag follow spectacular narr perform theater club presid freshman orient asahi promptli join club becom newest fourth member modest club vice presid botan yurigasaki introduc member prop costum design kaoru kinugawa presid imari kikuji despit apprehens asoci natur outstand act skill confid play role inspir imari exhibit asahi eagerli studi delic art theater start simpl vocal exercis asahi one month overcom fear prepar take stage first time ever,70,943,95,39,933,14.0
Iken Senki Völundio,980,7.79,6068,26,2020,cleo mercenari look live self suffici life job would last much bargain attempt escap run across strang demi human name amber unknown reason made mission protect,157,1731,60,62,1076,10.0
Oniichan wa Oshimai!,981,7.78,1003,811,2018,mahiro oyama normal erot game love dude woke one morn woman turn mad scientist littl sister mihari tri one new experi disastr outcom far mahiro concern mihari determin studi determin go back shut game play life one thing sure life go get whole lot weirder sourc kodansha usa,6,10724,391,691,4801,17.0
"Fuufu Ijou, Koibito Miman.",982,7.78,344,1505,2018,jirou third year high school forc live gal name akari cours call coupl practic order pair romant interest go act marri coupl sourc mangadex,219,30627,776,1627,11120,18.0
Dark Gathering,983,7.78,2797,123,2019,keitar gentouga colleg freshman hate ghost unluckili knack attract spirit two year ago connect led receiv spiritu injuri right hand friend get caught crossfir event caus becom shut leav poor social skill fortun keitar slowli start mingl societi thank help childhood friend eiko houzuki part rehabilit keitar take part time job privat tutor first pupil none eiko cousin yayoi houzuki besid child prodigi anoth peculiar regard yayoi spiritu constitut like keitar howev contrast keitar yearn encount spirit hope find ghost took mother away keitar drag along yayoi eiko haunt spot part time job seem stray away origin purpos,127,3122,85,200,3320,7.0
Uchi no Musuko wa Tabun Gay,984,7.78,2134,127,2019,dote mother two belov son one think probabl gay go daili live hilari heartwarm lgbtqia friendli famili comedi despit belong famili four aoyama resid typic home three due father akiyoshi job away work mom tomoko two belov son hiroki yuri go everyday live go school make dinner homework etc hiroki first year high school thought turn ever slightli sex romanc mom help notic slip tongu talk like support tomoko inkl hiroki might gay go let figur unfortun hiroki littl talent keep secret might die embarrass said done sourc squar enix manga,6,4703,392,302,2865,11.0
Senpai wa Otokonoko,985,7.78,3713,163,2019,makoto hanaoka womanli second year student easili attract peopl attent first year student saki aoi except fall love makoto first sight vibrant vigor person hesit confess feel senior howev makoto differ significantli person saki perceiv makoto girl rather cross dress boy reveal well known secret saki makoto expect disgust surprisingli instead captiv revel nonetheless still reject saki determin stop declar becom first love saki childhood friend side makoto world brighten give strength amid struggl interest expect place,134,1379,1695,142,1913,18.0
